Sample Date
7/23/15
7/23/15
7/23/15
7/23/15
7/23/15
7/23/15
7/23/15
7/23/15
7/23/15
7/23/15
7/23/15
12/14/15
12/14/15
12/14/15
12/14/15
12/14/15
12/14/15
12/14/15
12/14/15
12/14/15
12/14/15
12/14/15
7/6/16
7/6/16
7/6/16
7/6/16
7/6/16
7/6/16
7/6/16
7/6/16
7/6/16
7/6/16
7/6/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/15
7/6/16
6/26/17
12/14/16
6/26/17
7/23/15
7/6/16
12/14/16
6/26/17
7/23/15
7/6/16
12/14/16
12/14/15
12/14/15
12/14/15
6/26/17
7/23/15
7/23/15
7/6/16
12/14/16
6/26/17
7/23/15
12/14/15
12/14/15
7/6/16
6/26/17
7/6/16
12/14/16
7/23/15
6/26/17
6/26/17
6/20/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
12/12/18
12/12/18
12/12/18
12/12/18
12/14/15
12/14/15
12/14/15
12/14/15
12/14/15
12/14/15
12/14/15
12/14/15
12/14/15
12/14/15
12/14/15
7/6/16
7/6/16
7/6/16
7/6/16
7/6/16
7/6/16
7/6/16
7/6/16
7/6/16
7/6/16
7/6/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
12/14/16
7/6/16
12/14/16
6/26/17
12/14/15
7/6/16
12/14/16
6/26/17
12/14/15
12/14/16
7/6/16
12/14/16
6/26/17
7/6/16
6/26/17
12/14/15
12/14/15
12/14/16
6/26/17
12/14/15
12/14/15
7/6/16
7/6/16
12/14/16
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
12/12/18
12/12/18
12/12/18
12/12/18
3/8/12
3/8/12
3/26/13
3/26/13
3/8/12
3/8/12
3/26/13
3/8/12
3/8/12
3/8/12
3/26/13
3/8/12
3/26/13
3/26/13
3/8/12
3/8/12
3/8/12
3/26/13
3/8/12
3/8/12
3/26/13
3/8/12
3/26/13
3/8/12
3/8/12
3/26/13
3/8/12
3/8/12
3/26/13
3/8/12
3/8/12
3/8/12
3/8/12
3/8/12
3/8/12
3/8/12
3/8/12
6/14/12
6/14/12
6/14/12
6/14/12
6/14/12
6/14/12
3/26/13
6/14/12
3/26/13
6/14/12
6/14/12
6/14/12
3/26/13
3/26/13
6/14/12
6/14/12
3/26/13
6/14/12
3/26/13
6/14/12
3/26/13
6/14/12
3/26/13
6/14/12
6/14/12
3/26/13
6/14/12
3/26/13
6/14/12
3/26/13
12/17/15
12/17/15
12/17/15
12/17/15
12/17/15
12/17/15
12/17/15
12/17/15
12/17/15
12/17/15
12/17/15
12/15/16
12/15/16
12/15/16
12/15/16
12/15/16
12/15/16
12/15/16
12/15/16
12/15/16
12/15/16
12/15/16
12/15/16
12/15/16
12/17/15
12/15/16
6/26/17
6/26/17
12/15/16
12/17/15
6/26/17
6/26/17
6/26/17
6/26/17
12/15/16
12/15/16
12/17/15
12/15/16
12/17/15
12/17/15
12/17/15
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
1/23/19
1/23/19
1/23/19
1/23/19
1/23/19
1/23/19
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/17/15
12/17/15
12/17/15
12/17/15
12/17/15
12/17/15
12/17/15
12/17/15
12/17/15
12/17/15
12/17/15
6/26/17
6/26/17
12/17/15
12/17/15
12/17/15
6/26/17
12/17/15
12/17/15
6/26/17
12/17/15
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
6/26/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
1/23/19
1/23/19
1/23/19
1/23/19
1/23/19
1/23/19
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
12/14/17
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/15/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
3/14/12
6/13/12
9/12/12
3/8/12
12/6/12
9/12/12
6/13/12
12/6/12
6/12/13
3/14/13
6/13/12
9/12/12
6/13/12
9/12/12
3/14/13
12/6/12
6/12/13
9/12/12
12/6/12
6/13/12
3/8/12
3/8/12
9/12/12
